Inverter_ID,Season,Irradiance_Wm2,Temperature_C,Bus_Voltage_pu,Load_Demand_MW,Control_Scheme,Reactive_Power_Setting_MVAR,Voltage_Setting_pu,VOCR,Power_Loss_kW
PV3,Winter,207.96,24.4,1.083,0.33,Decentralized,0.112,1.093,0.033,2.53
PV1,Winter,925.11,14.4,1.096,0.517,Distributed,0.235,1.116,0.041,2.26
PV4,Monsoon,748.59,11.0,1.032,0.524,Distributed,0.2,1.052,0.032,1.75
PV4,Winter,461.3,31.8,1.063,0.887,Distributed,0.142,1.083,0.055,2.61
PV5,Monsoon,242.76,38.2,1.05,0.758,Decentralized,0.119,1.06,0.016,1.97
PV1,Monsoon,893.79,39.5,1.04,0.493,Decentralized,0.249,1.05,0.018,2.09
PV3,Monsoon,841.4,26.9,0.961,0.977,Distributed,0.218,0.981,0.028,1.98
PV4,Summer,749.55,37.2,0.911,0.525,Distributed,0.2,0.931,0.042,2.3
PV1,Monsoon,344.39,33.5,0.969,0.999,Distributed,0.119,0.989,0.025,2.04
PV4,Monsoon,462.2,35.3,1.033,0.997,Distributed,0.142,1.053,0.036,1.74
PV6,Summer,192.47,27.2,0.921,0.434,Decentralized,0.108,0.931,0.024,2.27
PV4,Summer,270.14,32.2,0.902,0.519,Decentralized,0.124,0.912,0.032,2.17
PV3,Summer,804.71,38.2,0.928,0.64,Decentralized,0.231,0.938,0.028,2.06
PV2,Winter,743.53,23.9,1.043,0.765,Distributed,0.199,1.063,0.048,2.66
PV5,Summer,634.14,38.2,1.095,0.67,Decentralized,0.197,1.105,0.022,2.31
PV5,Summer,906.15,30.7,1.097,0.979,Distributed,0.231,1.117,0.046,2.33
PV3,Monsoon,624.94,15.8,0.999,0.807,Distributed,0.175,1.019,0.024,1.86
PV4,Summer,520.27,10.9,1.074,0.448,Distributed,0.154,1.094,0.031,2.28
PV1,Winter,406.33,22.7,1.047,0.374,Decentralized,0.151,1.057,0.036,2.27
PV4,Summer,946.4,29.1,1.0,0.782,Decentralized,0.259,1.01,0.032,2.4
PV3,Winter,174.44,39.4,1.015,0.411,Distributed,0.085,1.035,0.036,2.46
PV5,Summer,937.8,14.5,0.927,0.851,Decentralized,0.258,0.937,0.019,2.49
PV4,Summer,844.04,38.0,1.088,0.518,Distributed,0.219,1.108,0.048,2.12
PV5,Summer,216.94,40.2,0.97,0.529,Distributed,0.093,0.99,0.048,2.12
PV1,Summer,608.49,15.3,0.989,0.308,Distributed,0.172,1.009,0.034,2.39
PV5,Winter,879.89,39.8,1.034,0.791,Decentralized,0.246,1.044,0.037,2.71
PV5,Winter,614.63,44.7,0.967,0.379,Decentralized,0.193,0.977,0.034,2.48
PV2,Monsoon,916.48,35.4,0.951,0.841,Distributed,0.233,0.971,0.033,1.99
PV2,Winter,948.69,37.5,1.026,0.644,Decentralized,0.26,1.036,0.042,2.8
PV6,Summer,480.15,44.8,0.905,0.849,Decentralized,0.166,0.915,0.02,2.59
PV2,Monsoon,439.58,31.2,1.044,0.709,Decentralized,0.158,1.054,0.026,2.0
PV5,Monsoon,942.69,20.8,1.003,0.358,Decentralized,0.259,1.013,0.02,2.0
PV3,Monsoon,707.63,39.3,1.021,0.836,Distributed,0.192,1.041,0.031,1.8
PV5,Summer,204.42,31.5,1.026,0.349,Decentralized,0.111,1.036,0.031,2.5
PV3,Winter,138.06,30.3,1.005,0.635,Distributed,0.078,1.025,0.056,2.44
PV3,Summer,608.17,18.9,1.017,0.421,Distributed,0.172,1.037,0.029,2.58
PV2,Monsoon,937.15,36.5,1.037,0.827,Decentralized,0.257,1.047,0.011,1.73
PV4,Summer,859.82,12.9,1.051,0.938,Distributed,0.222,1.071,0.032,2.26
PV1,Summer,708.26,42.4,1.045,0.688,Distributed,0.192,1.065,0.053,2.33
PV2,Winter,225.2,21.4,1.074,0.669,Decentralized,0.115,1.084,0.039,2.44
PV2,Winter,328.81,14.5,0.938,0.835,Distributed,0.116,0.958,0.049,2.33
PV4,Monsoon,887.96,25.5,0.98,0.304,Distributed,0.228,1.0,0.021,1.94
PV1,Summer,264.53,11.5,1.09,0.942,Decentralized,0.123,1.1,0.036,2.45
PV5,Summer,350.6,34.0,0.979,0.438,Decentralized,0.14,0.989,0.034,2.39
PV6,Winter,216.64,41.6,0.925,0.989,Decentralized,0.113,0.935,0.038,2.34
PV6,Summer,708.5,39.3,1.005,0.815,Decentralized,0.212,1.015,0.025,2.44
PV5,Summer,949.58,14.5,0.922,0.842,Decentralized,0.26,0.932,0.019,2.15
PV2,Summer,342.07,14.4,0.941,0.759,Distributed,0.118,0.961,0.043,2.11
PV1,Winter,527.87,38.5,1.1,0.63,Distributed,0.156,1.12,0.052,2.61
PV2,Monsoon,670.91,42.3,1.008,0.7,Decentralized,0.204,1.018,0.012,2.04
PV3,Monsoon,999.52,26.1,0.957,0.332,Decentralized,0.27,0.967,0.023,1.89
PV2,Summer,194.33,27.5,1.099,0.737,Distributed,0.089,1.119,0.035,2.32
PV2,Monsoon,548.71,21.1,1.093,0.738,Decentralized,0.18,1.103,0.025,1.82
PV5,Winter,446.61,41.3,0.988,0.924,Decentralized,0.159,0.998,0.036,2.5
PV5,Winter,879.24,32.6,0.952,0.654,Distributed,0.226,0.972,0.038,2.28
PV5,Monsoon,528.37,20.1,1.068,0.354,Distributed,0.156,1.088,0.031,2.08
PV6,Monsoon,199.88,20.5,1.043,0.514,Distributed,0.09,1.063,0.028,2.02
PV3,Summer,670.98,41.2,1.037,0.759,Decentralized,0.204,1.047,0.022,2.4
PV5,Monsoon,793.7,10.5,1.079,0.467,Distributed,0.209,1.099,0.037,1.92
PV1,Summer,102.59,21.3,1.038,0.496,Decentralized,0.091,1.048,0.018,2.48
PV6,Summer,873.06,29.4,0.957,0.874,Distributed,0.225,0.977,0.036,2.3
PV4,Winter,267.42,15.2,1.039,0.709,Decentralized,0.123,1.049,0.025,2.38
PV1,Winter,596.86,13.2,0.961,0.656,Decentralized,0.189,0.971,0.027,2.3
PV1,Winter,474.22,38.5,1.052,0.523,Decentralized,0.165,1.062,0.031,2.59
PV5,Winter,747.69,41.3,1.024,0.812,Distributed,0.2,1.044,0.036,2.76
PV4,Monsoon,434.05,38.8,0.915,0.501,Distributed,0.137,0.935,0.032,1.76
PV4,Winter,882.79,41.5,1.003,0.816,Distributed,0.227,1.023,0.037,2.31
PV6,Monsoon,757.45,29.4,0.969,0.349,Decentralized,0.221,0.979,0.024,1.87
PV4,Winter,682.94,38.4,0.966,0.905,Distributed,0.187,0.986,0.036,2.68
PV3,Monsoon,816.62,23.4,1.02,0.65,Distributed,0.213,1.04,0.021,1.82
PV5,Summer,778.62,33.3,0.964,0.607,Decentralized,0.226,0.974,0.024,2.15
PV4,Monsoon,132.34,44.6,1.055,0.728,Decentralized,0.096,1.065,0.028,1.95
PV6,Monsoon,455.26,17.9,0.914,0.737,Distributed,0.141,0.934,0.033,1.91
PV3,Winter,937.73,23.6,1.032,0.392,Distributed,0.238,1.052,0.053,2.24
PV2,Monsoon,213.15,26.8,1.062,0.829,Distributed,0.093,1.082,0.023,1.73
PV2,Summer,763.39,14.8,1.035,0.493,Decentralized,0.223,1.045,0.035,2.39
PV3,Summer,977.13,12.8,0.999,0.933,Distributed,0.245,1.019,0.028,2.28
PV6,Winter,146.98,39.0,1.09,0.872,Decentralized,0.099,1.1,0.029,2.78
PV3,Summer,713.97,44.2,0.96,0.542,Decentralized,0.213,0.97,0.03,2.41
PV5,Monsoon,521.34,24.2,0.904,0.865,Distributed,0.154,0.924,0.028,1.7
PV5,Summer,621.26,13.1,0.986,0.549,Distributed,0.174,1.006,0.053,2.29
PV2,Winter,176.81,12.3,0.907,0.371,Decentralized,0.105,0.917,0.026,2.45
PV4,Monsoon,138.71,41.2,1.091,0.973,Decentralized,0.098,1.101,0.03,1.74
PV6,Winter,700.18,26.2,0.942,0.757,Distributed,0.19,0.962,0.049,2.75
PV2,Monsoon,840.98,21.2,1.058,0.619,Distributed,0.218,1.078,0.031,2.02
PV4,Summer,803.81,26.7,1.055,0.578,Distributed,0.211,1.075,0.029,2.14
PV4,Winter,589.43,21.1,0.944,0.527,Decentralized,0.188,0.954,0.03,2.35
PV5,Winter,189.88,27.1,1.024,0.987,Decentralized,0.108,1.034,0.043,2.22
PV1,Monsoon,719.24,40.1,0.91,0.394,Distributed,0.194,0.93,0.027,1.82
PV1,Winter,317.7,30.7,0.997,0.52,Decentralized,0.134,1.007,0.038,2.55
PV3,Monsoon,919.96,34.3,0.903,0.64,Decentralized,0.254,0.913,0.03,1.87
PV5,Monsoon,854.44,22.8,1.084,0.635,Distributed,0.221,1.104,0.025,2.09
PV4,Monsoon,738.44,35.8,1.095,0.63,Decentralized,0.218,1.105,0.022,1.72
PV6,Monsoon,953.96,33.3,0.944,0.423,Distributed,0.241,0.964,0.034,1.94
PV1,Summer,128.28,14.2,0.942,0.401,Distributed,0.076,0.962,0.032,2.51
PV4,Monsoon,762.58,30.0,1.051,0.478,Decentralized,0.223,1.061,0.013,1.89
PV1,Winter,397.22,19.0,0.951,0.94,Decentralized,0.149,0.961,0.034,2.2
PV1,Summer,915.46,38.1,1.079,0.379,Distributed,0.233,1.099,0.038,2.15
PV1,Winter,340.01,24.9,1.015,0.83,Decentralized,0.138,1.025,0.039,2.39
PV6,Summer,752.37,44.8,0.97,0.83,Distributed,0.2,0.99,0.03,2.58
PV5,Monsoon,889.88,13.2,1.067,0.867,Decentralized,0.248,1.077,0.029,2.06
PV6,Summer,137.49,37.3,0.999,0.921,Decentralized,0.097,1.009,0.018,2.57
PV2,Summer,457.88,33.6,1.082,0.484,Decentralized,0.162,1.092,0.03,2.5
PV4,Winter,786.08,36.9,1.086,0.457,Distributed,0.207,1.106,0.048,2.41
PV5,Winter,509.43,20.8,0.933,0.626,Decentralized,0.172,0.943,0.028,2.74
PV5,Monsoon,340.53,27.2,0.9,0.486,Distributed,0.118,0.92,0.023,2.09
PV5,Summer,297.82,37.9,1.097,0.814,Distributed,0.11,1.117,0.048,2.21
PV5,Summer,218.37,18.1,1.081,0.745,Distributed,0.094,1.101,0.05,2.16
PV6,Summer,871.42,17.9,0.911,0.912,Decentralized,0.244,0.921,0.024,2.33
PV5,Monsoon,617.82,29.3,1.067,0.358,Distributed,0.174,1.087,0.029,1.77
PV3,Monsoon,168.75,28.3,0.992,0.941,Distributed,0.084,1.012,0.027,1.71
PV4,Monsoon,444.32,19.9,0.952,0.505,Decentralized,0.159,0.962,0.011,2.08
PV5,Monsoon,430.96,20.4,1.076,0.643,Distributed,0.136,1.096,0.033,2.07
PV4,Monsoon,263.57,19.7,0.939,0.607,Distributed,0.103,0.959,0.037,1.77
PV3,Winter,491.96,37.0,1.089,0.832,Decentralized,0.168,1.099,0.031,2.44
PV3,Summer,398.89,32.8,0.941,0.594,Distributed,0.13,0.961,0.053,2.5
PV4,Summer,407.62,39.1,1.023,0.96,Decentralized,0.152,1.033,0.02,2.4
PV1,Summer,765.12,44.1,0.945,0.932,Distributed,0.203,0.965,0.045,2.24
PV2,Summer,300.94,26.6,1.009,0.911,Distributed,0.11,1.029,0.039,2.45
PV1,Summer,677.67,12.3,1.037,0.35,Decentralized,0.206,1.047,0.027,2.54
PV1,Summer,613.58,11.7,0.938,0.898,Distributed,0.173,0.958,0.039,2.56
PV6,Summer,611.28,20.3,1.004,0.847,Distributed,0.172,1.024,0.034,2.23
PV1,Summer,696.71,42.6,0.994,0.372,Distributed,0.189,1.014,0.046,2.1
PV5,Winter,593.54,28.3,0.914,0.375,Decentralized,0.189,0.924,0.039,2.75
PV6,Summer,891.33,19.5,1.064,0.371,Decentralized,0.248,1.074,0.024,2.06
PV6,Winter,708.02,24.0,0.967,0.308,Decentralized,0.212,0.977,0.042,2.63
PV3,Monsoon,592.27,31.0,1.015,0.684,Decentralized,0.188,1.025,0.016,1.76
PV1,Summer,846.79,32.9,1.003,0.981,Decentralized,0.239,1.013,0.033,2.23
PV3,Monsoon,645.53,15.4,1.003,0.607,Distributed,0.179,1.023,0.022,1.86
PV4,Monsoon,362.03,44.2,0.921,0.679,Decentralized,0.142,0.931,0.013,1.76
PV2,Monsoon,286.39,29.1,0.985,0.978,Decentralized,0.127,0.995,0.016,2.07
PV6,Winter,237.1,14.7,0.99,0.479,Decentralized,0.117,1.0,0.037,2.2
PV4,Monsoon,909.51,41.3,1.047,0.901,Distributed,0.232,1.067,0.033,2.06
PV4,Monsoon,739.12,12.6,1.068,0.682,Distributed,0.198,1.088,0.028,2.05
PV5,Monsoon,943.64,41.8,1.009,0.699,Decentralized,0.259,1.019,0.012,1.83
PV2,Summer,642.96,44.9,0.917,0.54,Distributed,0.179,0.937,0.037,2.42
PV4,Summer,526.06,34.5,0.947,0.693,Distributed,0.155,0.967,0.045,2.15
PV4,Winter,153.74,37.0,0.933,0.351,Distributed,0.081,0.953,0.05,2.66
PV2,Winter,704.48,21.8,0.925,0.835,Distributed,0.191,0.945,0.039,2.54
PV2,Summer,623.99,43.0,0.973,0.499,Decentralized,0.195,0.983,0.018,2.18
PV4,Winter,991.19,28.5,0.946,0.921,Decentralized,0.268,0.956,0.04,2.44
PV2,Summer,315.24,35.6,0.944,0.557,Distributed,0.113,0.964,0.031,2.41
PV4,Monsoon,577.66,42.3,0.911,0.4,Distributed,0.166,0.931,0.022,2.06
PV4,Monsoon,685.86,44.1,0.904,0.787,Distributed,0.187,0.924,0.02,1.75
PV5,Winter,680.13,39.2,0.921,0.415,Distributed,0.186,0.941,0.045,2.54
PV1,Summer,605.16,20.6,0.934,0.828,Decentralized,0.191,0.944,0.028,2.15
PV4,Summer,799.24,43.8,0.986,0.978,Distributed,0.21,1.006,0.044,2.48
PV3,Winter,284.48,32.0,1.002,0.846,Decentralized,0.127,1.012,0.031,2.24
PV6,Summer,753.06,42.6,0.928,0.316,Distributed,0.201,0.948,0.046,2.41
PV1,Monsoon,657.76,33.7,0.985,0.72,Decentralized,0.202,0.995,0.013,1.77
PV1,Winter,906.47,20.8,0.968,0.787,Distributed,0.231,0.988,0.054,2.56
PV1,Winter,862.47,23.0,0.937,0.878,Decentralized,0.242,0.947,0.036,2.7
PV5,Summer,383.63,29.3,0.901,0.339,Decentralized,0.147,0.911,0.03,2.45
PV4,Winter,348.61,37.7,0.993,0.636,Decentralized,0.14,1.003,0.029,2.65
PV5,Summer,983.49,21.1,1.037,0.675,Distributed,0.247,1.057,0.03,2.31
PV4,Summer,574.54,30.3,0.945,0.418,Decentralized,0.185,0.955,0.027,2.53
PV5,Summer,915.78,22.1,0.926,0.526,Distributed,0.233,0.946,0.043,2.35
PV5,Summer,247.49,38.6,1.077,0.608,Decentralized,0.119,1.087,0.02,2.55
PV6,Summer,678.54,26.3,0.955,0.883,Decentralized,0.206,0.965,0.037,2.33
PV3,Winter,828.87,12.7,0.945,0.951,Distributed,0.216,0.965,0.058,2.5
PV5,Monsoon,952.66,15.8,1.071,0.74,Decentralized,0.261,1.081,0.021,1.79
PV6,Monsoon,403.61,12.1,1.063,0.576,Distributed,0.131,1.083,0.039,1.92
PV2,Winter,752.48,27.5,0.99,0.478,Distributed,0.2,1.01,0.039,2.28
PV3,Winter,584.93,13.7,0.998,0.987,Distributed,0.167,1.018,0.036,2.72
PV5,Monsoon,154.57,14.0,0.944,0.988,Distributed,0.081,0.964,0.021,1.97
PV1,Monsoon,721.0,42.9,0.916,0.947,Decentralized,0.214,0.926,0.022,2.1
PV2,Monsoon,721.09,40.5,1.015,0.85,Decentralized,0.214,1.025,0.011,1.74
PV2,Monsoon,937.55,25.8,0.92,0.528,Distributed,0.238,0.94,0.039,1.8
PV6,Monsoon,547.58,44.5,0.99,0.872,Decentralized,0.18,1.0,0.013,2.05
PV2,Summer,307.23,10.0,1.088,0.586,Decentralized,0.131,1.098,0.024,2.24
PV3,Winter,140.11,31.5,1.091,0.529,Distributed,0.078,1.111,0.054,2.48
PV5,Summer,474.08,31.6,0.948,0.821,Decentralized,0.165,0.958,0.022,2.52
PV5,Monsoon,371.73,26.0,1.025,0.356,Distributed,0.124,1.045,0.025,1.91
PV1,Monsoon,784.98,23.9,0.995,0.334,Decentralized,0.227,1.005,0.023,1.78
PV6,Monsoon,418.84,25.9,1.075,0.614,Decentralized,0.154,1.085,0.016,2.06
PV1,Summer,954.16,24.5,0.954,0.612,Distributed,0.241,0.974,0.033,2.02
PV2,Summer,966.08,35.6,0.901,0.927,Decentralized,0.263,0.911,0.023,2.54
PV1,Monsoon,658.82,14.7,0.933,0.388,Decentralized,0.202,0.943,0.02,1.72
PV3,Summer,935.79,16.9,0.97,0.386,Distributed,0.237,0.99,0.052,2.4
PV5,Summer,784.77,16.3,0.963,0.403,Decentralized,0.227,0.973,0.035,2.04
PV2,Monsoon,592.17,19.2,1.058,0.321,Distributed,0.168,1.078,0.026,1.98
PV1,Summer,262.28,28.4,1.036,0.35,Decentralized,0.122,1.046,0.025,2.02
PV6,Winter,512.74,13.9,0.96,0.762,Distributed,0.153,0.98,0.046,2.71
PV3,Winter,604.79,40.4,0.992,0.602,Distributed,0.171,1.012,0.058,2.48
PV3,Winter,877.57,20.4,0.919,0.835,Distributed,0.226,0.939,0.039,2.26
PV1,Winter,533.2,15.7,1.08,0.995,Distributed,0.157,1.1,0.043,2.62
PV5,Monsoon,907.91,33.6,1.087,0.761,Distributed,0.232,1.107,0.035,1.9
PV1,Monsoon,706.91,11.3,1.096,0.335,Decentralized,0.211,1.106,0.029,1.78
PV2,Monsoon,223.3,31.7,1.074,0.373,Decentralized,0.115,1.084,0.013,1.71
PV1,Winter,995.48,34.4,0.935,0.917,Distributed,0.249,0.955,0.04,2.45
PV3,Winter,574.51,17.5,0.909,0.669,Decentralized,0.185,0.919,0.03,2.25
PV1,Summer,452.67,11.5,1.016,0.877,Distributed,0.141,1.036,0.029,2.06
PV5,Summer,693.2,22.7,1.083,0.9,Decentralized,0.209,1.093,0.03,2.16
PV6,Winter,198.0,13.5,0.935,0.949,Decentralized,0.11,0.945,0.038,2.58
PV4,Winter,672.88,14.1,0.901,0.965,Distributed,0.185,0.921,0.049,2.52
PV1,Winter,548.41,18.9,1.061,0.688,Distributed,0.16,1.081,0.037,2.24
PV5,Winter,466.01,20.3,0.915,0.539,Decentralized,0.163,0.925,0.026,2.78
PV5,Summer,957.72,28.5,0.983,0.973,Decentralized,0.262,0.993,0.022,2.53
PV6,Winter,570.29,33.7,1.036,0.683,Distributed,0.164,1.056,0.042,2.36
PV3,Summer,297.21,30.7,0.947,0.345,Decentralized,0.129,0.957,0.034,2.07
PV5,Winter,513.07,15.2,0.917,0.75,Decentralized,0.173,0.927,0.028,2.77
PV5,Winter,927.45,16.0,1.054,0.711,Distributed,0.235,1.074,0.036,2.48
PV5,Winter,258.49,40.8,1.026,0.927,Decentralized,0.122,1.036,0.033,2.39
PV5,Summer,292.56,29.5,1.098,0.757,Distributed,0.109,1.118,0.038,2.29
PV2,Summer,111.73,40.4,0.969,0.544,Distributed,0.072,0.989,0.039,2.46
PV2,Monsoon,112.77,23.0,0.912,0.976,Distributed,0.073,0.932,0.037,1.77
PV3,Winter,846.45,31.5,1.047,0.861,Decentralized,0.239,1.057,0.027,2.66
PV1,Monsoon,758.91,28.3,1.004,0.741,Decentralized,0.222,1.014,0.024,2.0
PV5,Monsoon,419.54,21.2,0.943,0.505,Distributed,0.134,0.963,0.027,1.92
PV6,Summer,728.48,26.4,1.056,0.561,Distributed,0.196,1.076,0.036,2.52
PV1,Summer,455.69,27.6,0.941,0.769,Decentralized,0.161,0.951,0.037,2.08
PV6,Monsoon,957.61,17.0,0.952,0.35,Decentralized,0.262,0.962,0.015,1.94
PV1,Winter,970.35,21.0,0.919,0.48,Decentralized,0.264,0.929,0.038,2.47
PV3,Summer,453.51,37.7,0.98,0.8,Distributed,0.141,1.0,0.035,2.25
PV5,Winter,868.8,42.1,0.984,0.636,Distributed,0.224,1.004,0.047,2.35
PV5,Winter,795.78,22.6,1.003,0.582,Decentralized,0.229,1.013,0.041,2.42
PV4,Monsoon,379.0,20.7,1.042,0.406,Decentralized,0.146,1.052,0.028,1.74
PV6,Monsoon,308.84,16.8,1.081,0.609,Decentralized,0.132,1.091,0.027,1.8
PV1,Monsoon,512.41,33.7,0.928,0.839,Distributed,0.152,0.948,0.032,1.81
PV1,Monsoon,803.21,21.3,0.911,0.485,Distributed,0.211,0.931,0.025,1.99
PV2,Summer,964.15,44.6,0.904,0.304,Decentralized,0.263,0.914,0.031,2.03
PV4,Summer,787.22,21.4,0.929,0.768,Decentralized,0.227,0.939,0.032,2.39
PV2,Monsoon,869.69,23.8,1.032,0.981,Distributed,0.224,1.052,0.02,1.79
PV2,Summer,642.76,31.1,1.045,0.725,Distributed,0.179,1.065,0.039,2.05
PV2,Monsoon,851.87,38.1,1.057,0.384,Decentralized,0.24,1.067,0.027,1.82
PV6,Winter,805.98,26.4,0.949,0.525,Decentralized,0.231,0.959,0.035,2.33
PV6,Winter,439.29,24.8,0.961,0.907,Decentralized,0.158,0.971,0.031,2.53
PV3,Winter,596.79,44.8,0.997,0.463,Distributed,0.169,1.017,0.055,2.41
PV3,Monsoon,824.28,10.4,0.913,0.725,Decentralized,0.235,0.923,0.013,2.09
PV2,Winter,141.45,41.3,1.022,0.582,Distributed,0.078,1.042,0.04,2.78
PV4,Summer,827.27,15.2,1.097,0.445,Distributed,0.215,1.117,0.045,2.27
PV1,Winter,260.1,37.5,0.972,0.869,Decentralized,0.122,0.982,0.032,2.68
PV6,Winter,563.22,31.6,1.051,0.82,Decentralized,0.183,1.061,0.039,2.21
PV4,Winter,827.45,22.0,1.0,0.763,Distributed,0.215,1.02,0.039,2.53
PV5,Summer,328.44,40.6,0.926,0.465,Decentralized,0.136,0.936,0.023,2.45
PV6,Monsoon,321.23,10.5,1.016,0.368,Distributed,0.114,1.036,0.023,1.79
PV6,Summer,462.49,17.9,0.96,0.703,Decentralized,0.162,0.97,0.037,2.04
PV3,Monsoon,905.18,29.8,0.907,0.688,Decentralized,0.251,0.917,0.018,1.76
PV1,Monsoon,100.4,22.3,1.027,0.432,Decentralized,0.09,1.037,0.017,1.88
PV1,Winter,911.24,31.4,1.072,0.339,Decentralized,0.252,1.082,0.025,2.5
PV5,Monsoon,238.43,10.8,0.969,0.356,Distributed,0.098,0.989,0.023,1.85
PV5,Summer,991.08,14.1,0.978,0.995,Distributed,0.248,0.998,0.039,2.26
PV6,Summer,959.36,14.4,1.078,0.849,Distributed,0.242,1.098,0.03,2.28
PV2,Monsoon,545.21,16.6,1.063,0.945,Decentralized,0.179,1.073,0.02,2.01
PV3,Winter,561.45,26.1,1.043,0.437,Distributed,0.162,1.063,0.045,2.26
PV3,Winter,533.39,36.3,0.95,0.972,Distributed,0.157,0.97,0.053,2.66
PV6,Summer,671.9,41.7,1.082,0.4,Distributed,0.184,1.102,0.044,2.41
PV4,Winter,181.65,39.2,0.931,0.656,Decentralized,0.106,0.941,0.034,2.64
PV2,Monsoon,129.36,16.9,1.025,0.881,Distributed,0.076,1.045,0.024,1.99
PV6,Monsoon,151.93,25.4,0.906,0.545,Decentralized,0.1,0.916,0.025,1.89
PV2,Summer,499.93,17.0,1.029,0.597,Decentralized,0.17,1.039,0.032,2.13
PV2,Monsoon,347.99,19.3,0.955,0.39,Distributed,0.12,0.975,0.023,1.91
PV2,Summer,659.84,27.6,0.99,0.386,Decentralized,0.202,1.0,0.036,2.57
PV6,Monsoon,993.2,12.4,0.969,0.734,Distributed,0.249,0.989,0.021,1.94
PV3,Summer,447.69,17.6,0.935,0.773,Distributed,0.14,0.955,0.029,2.01
PV3,Winter,616.46,42.7,1.024,0.844,Distributed,0.173,1.044,0.039,2.24
PV2,Monsoon,474.04,26.3,1.076,0.69,Distributed,0.145,1.096,0.038,2.1
PV4,Monsoon,862.54,25.6,1.092,0.752,Distributed,0.223,1.112,0.03,1.73
PV1,Summer,912.01,10.5,0.938,0.309,Decentralized,0.252,0.948,0.034,2.03
PV6,Summer,889.62,18.7,1.043,0.414,Distributed,0.228,1.063,0.034,2.21
PV1,Monsoon,976.94,40.3,1.033,0.989,Decentralized,0.265,1.043,0.02,2.09
PV4,Summer,124.77,15.8,0.969,0.353,Distributed,0.075,0.989,0.037,2.19
PV6,Monsoon,855.83,24.5,0.904,0.775,Distributed,0.221,0.924,0.037,1.86
PV2,Winter,776.59,10.5,1.038,0.423,Distributed,0.205,1.058,0.036,2.58
PV3,Summer,305.82,26.7,1.089,0.802,Decentralized,0.131,1.099,0.023,2.01
PV1,Monsoon,960.69,10.7,1.026,0.794,Decentralized,0.262,1.036,0.013,2.06
PV5,Winter,233.36,38.7,0.987,0.464,Decentralized,0.117,0.997,0.042,2.51
PV5,Winter,711.59,38.9,1.005,0.489,Decentralized,0.212,1.015,0.034,2.48
PV4,Monsoon,302.4,37.6,0.94,0.758,Distributed,0.11,0.96,0.028,2.04
PV2,Summer,488.24,19.9,1.05,0.573,Distributed,0.148,1.07,0.039,2.57
PV1,Monsoon,747.24,39.3,1.049,0.436,Decentralized,0.219,1.059,0.029,1.87
PV2,Winter,606.99,29.0,0.929,0.812,Decentralized,0.191,0.939,0.042,2.3
PV1,Monsoon,484.75,23.1,1.076,0.408,Decentralized,0.167,1.086,0.024,2.03
PV4,Summer,393.7,31.9,0.954,0.899,Distributed,0.129,0.974,0.035,2.24
PV4,Winter,855.69,10.4,1.096,0.66,Decentralized,0.241,1.106,0.028,2.76
PV5,Monsoon,229.43,15.0,0.977,0.374,Decentralized,0.116,0.987,0.028,2.08
PV2,Summer,487.09,36.0,0.936,0.786,Distributed,0.147,0.956,0.039,2.07
PV6,Winter,913.38,18.5,0.97,0.663,Decentralized,0.253,0.98,0.031,2.77
PV5,Summer,861.26,30.9,0.988,0.509,Distributed,0.222,1.008,0.04,2.22
PV2,Winter,460.85,23.5,0.914,0.596,Distributed,0.142,0.934,0.056,2.59
PV5,Monsoon,786.8,39.9,1.016,0.509,Distributed,0.207,1.036,0.028,1.71
PV6,Summer,840.84,43.3,1.02,0.484,Distributed,0.218,1.04,0.042,2.53
PV3,Winter,900.0,40.9,1.048,0.415,Distributed,0.23,1.068,0.053,2.58
PV3,Summer,590.06,19.5,0.906,0.554,Decentralized,0.188,0.916,0.027,2.39
PV3,Summer,284.01,16.8,1.008,0.476,Decentralized,0.127,1.018,0.023,2.54
PV3,Monsoon,329.78,26.6,0.911,0.778,Distributed,0.116,0.931,0.04,1.9
PV1,Summer,366.13,10.3,1.04,0.779,Distributed,0.123,1.06,0.052,2.25
PV3,Winter,634.42,10.9,0.911,0.651,Decentralized,0.197,0.921,0.042,2.72
PV6,Winter,129.53,29.4,1.082,0.845,Decentralized,0.096,1.092,0.039,2.65
PV4,Winter,672.44,28.2,1.04,0.889,Distributed,0.184,1.06,0.042,2.77
PV4,Winter,427.92,44.8,1.001,0.706,Decentralized,0.156,1.011,0.043,2.76
PV1,Monsoon,365.72,17.1,0.988,0.733,Decentralized,0.143,0.998,0.016,1.85
PV3,Summer,891.55,19.0,0.926,0.498,Distributed,0.228,0.946,0.048,2.27
PV3,Monsoon,514.0,14.0,0.958,0.926,Decentralized,0.173,0.968,0.028,1.8
PV3,Summer,185.55,42.1,1.074,0.317,Decentralized,0.107,1.084,0.03,2.4
PV5,Summer,844.07,37.2,1.081,0.544,Decentralized,0.239,1.091,0.034,2.22
PV2,Summer,142.88,38.8,0.9,0.805,Decentralized,0.099,0.91,0.034,2.47
PV5,Monsoon,754.07,41.6,1.019,0.356,Distributed,0.201,1.039,0.024,1.75
PV2,Summer,796.52,28.4,1.044,0.428,Decentralized,0.229,1.054,0.031,2.07
PV3,Monsoon,417.34,25.8,1.024,0.713,Distributed,0.133,1.044,0.022,1.78
PV3,Winter,842.31,21.6,0.916,0.692,Decentralized,0.238,0.926,0.035,2.25
